x,y,z,bridge,tunnel
2244.399,-2531.807,258.541,0,0
2243.802,-2526.567,258.925,0,0
2242.840,-2521.313,259.346,0,0
2241.746,-2516.118,259.777,0,0
2240.575,-2511.100,260.200,0,0
2239.276,-2506.139,260.604,0,0
2237.976,-2501.195,260.980,0,0
2236.675,-2496.335,261.324,0,0
2235.374,-2491.491,261.633,0,0
2234.227,-2486.556,261.907,0,0
2233.231,-2481.305,262.153,0,0
2232.401,-2475.956,262.372,0,0
2231.818,-2470.558,262.563,0,0
2231.519,-2465.004,262.727,0,0
2231.475,-2459.400,262.864,0,0
2231.638,-2453.869,262.977,0,0
2232.034,-2448.651,263.066,0,0
2232.625,-2443.502,263.131,0,0
2233.241,-2438.383,263.168,0,0
2233.879,-2433.391,263.178,0,0
2234.542,-2428.428,263.174,0,0
2235.048,-2423.406,263.182,0,0
2235.371,-2418.109,263.217,0,0
2235.528,-2412.750,263.286,0,0
2235.426,-2407.425,263.388,0,0
2235.040,-2402.226,263.519,0,0
2234.401,-2397.061,263.662,0,0
2233.507,-2391.950,263.775,0,0
2232.338,-2386.912,263.803,0,0
2230.914,-2381.928,263.726,0,0
2229.290,-2376.982,263.574,0,0
2227.428,-2371.972,263.393,0,0
2225.359,-2367.001,263.204,0,0
2223.158,-2362.105,263.006,0,0
2220.861,-2357.274,262.797,0,0
2218.433,-2352.518,262.575,0,0
2215.890,-2348.006,262.341,0,0
2213.465,-2344.099,262.090,0,0
2210.943,-2340.399,261.804,0,0
2208.297,-2336.992,261.462,0,0
2205.813,-2334.141,261.122,0,0
2203.228,-2331.532,260.791,0,0
2200.447,-2329.284,260.470,0,0
2197.545,-2327.536,260.165,0,0
2194.462,-2326.121,259.859,0,0
2191.248,-2324.940,259.624,0,0
2187.754,-2323.966,259.670,0,0
2184.118,-2323.248,259.783,0,0
2180.379,-2322.646,259.933,0,0
2176.265,-2322.109,260.106,0,0
2172.035,-2321.706,260.298,0,0
2167.727,-2321.356,260.502,0,0
2163.107,-2321.029,260.718,0,0
2158.402,-2320.760,260.941,0,0
2153.665,-2320.508,261.173,0,0
2148.852,-2320.279,261.422,0,0
2144.006,-2320.068,261.720,0,0
2139.034,-2319.793,262.090,0,0
2133.442,-2319.415,262.523,0,0
2127.703,-2318.963,262.984,0,0
2121.905,-2318.370,263.446,0,0
2115.792,-2317.570,263.902,0,0
2109.616,-2316.618,264.349,0,0
2103.534,-2315.551,264.778,0,0
2097.773,-2314.451,265.178,0,0
2092.100,-2313.243,265.537,0,0
2086.580,-2311.838,265.849,0,0
2081.499,-2310.334,266.115,0,0
2076.556,-2308.651,266.347,0,0
2071.720,-2306.653,266.559,0,0
2066.803,-2304.242,266.755,0,0
2061.996,-2301.503,266.919,0,0
2057.550,-2298.447,267.033,0,0
2053.745,-2295.228,267.093,0,0
2050.266,-2291.723,267.109,0,0
2047.092,-2288.006,267.083,0,0
2044.334,-2284.141,267.012,0,0
2041.873,-2280.071,266.890,0,0
2039.478,-2275.853,266.707,0,0
2036.946,-2271.173,266.465,0,0
2034.489,-2266.326,266.173,0,0
2032.047,-2261.486,265.854,0,0
2029.615,-2256.692,265.526,0,0
2027.198,-2251.904,265.205,0,0
2024.800,-2247.273,264.900,0,0
2022.671,-2243.213,264.614,0,0
2020.558,-2239.286,264.351,0,0
2018.290,-2235.440,264.117,0,0
2015.785,-2231.629,263.923,0,0
2013.123,-2227.901,263.777,0,0
2010.314,-2224.262,263.670,0,0
2007.314,-2220.661,263.585,0,0
2004.162,-2217.152,263.506,0,0
2000.873,-2213.737,263.435,0,0
1997.377,-2210.389,263.379,0,0
1993.737,-2207.138,263.339,0,0
1989.965,-2203.865,263.306,0,0
1985.764,-2200.300,263.269,0,0
1981.409,-2196.710,263.221,0,0
1976.936,-2193.049,263.156,0,0
1971.915,-2188.984,263.067,0,0
1966.756,-2184.837,262.951,0,0
1961.724,-2180.697,262.804,0,0
1957.089,-2176.793,262.626,0,0
1952.570,-2172.895,262.418,0,0
1948.276,-2168.966,262.182,0,0
1944.467,-2165.321,261.927,0,0
1940.854,-2161.648,261.662,0,0
1937.558,-2157.772,261.385,0,0
1934.664,-2153.659,261.081,0,0
1932.078,-2149.347,260.732,0,0
1929.783,-2144.932,260.316,0,0
1927.805,-2140.488,259.879,0,0
1926.110,-2135.942,259.442,0,0
1924.682,-2131.369,259.011,0,0
1923.629,-2126.918,258.599,0,0
1922.831,-2122.441,258.190,0,0
1922.027,-2117.913,257.776,0,0
1921.134,-2113.166,257.341,0,0
1920.235,-2108.364,256.902,0,0
1919.228,-2103.527,256.457,0,0
1918.057,-2098.441,255.987,0,0
1916.771,-2093.317,255.512,0,0
1915.317,-2088.295,255.041,0,0
1913.715,-2083.588,254.594,0,0
1911.956,-2078.978,254.150,0,0
1910.082,-2074.401,253.705,0,0
1908.079,-2069.828,253.255,0,0
1905.960,-2065.290,252.804,0,0
1903.771,-2060.730,252.349,0,0
1901.434,-2055.986,251.873,0,0
1899.023,-2051.219,251.392,0,0
1896.612,-2046.451,250.912,0,0
1894.226,-2041.692,250.433,0,0
1891.839,-2036.933,249.953,0,0
1889.453,-2032.173,249.474,0,0
1887.067,-2027.414,248.995,0,0
1884.680,-2022.654,248.516,0,0
1882.294,-2017.895,248.037,0,0
1879.908,-2013.131,247.557,0,0
1877.523,-2008.367,247.078,0,0
1875.135,-2003.617,246.599,0,0
1872.756,-1998.913,246.125,0,0
1870.374,-1994.222,245.651,0,0
1867.989,-1989.546,245.179,0,0
1865.615,-1984.910,244.710,0,0
1863.238,-1980.288,244.242,0,0
1860.857,-1975.680,243.775,0,0
1858.487,-1971.114,243.312,0,0
1856.114,-1966.561,242.850,0,0
1853.738,-1962.022,242.389,0,0
1851.373,-1957.525,241.932,0,0
1849.004,-1953.041,241.476,0,0
1846.632,-1948.570,241.020,0,0
1844.271,-1944.146,240.569,0,0
1841.905,-1939.735,240.118,0,0
1839.540,-1935.325,239.668,0,0
1837.176,-1930.909,239.217,0,0
1834.812,-1926.494,238.766,0,0
1832.448,-1922.079,238.316,0,0
1830.081,-1917.631,237.862,0,0
1827.715,-1913.184,237.409,0,0
1825.355,-1908.834,236.963,0,0
1823.139,-1904.817,236.550,0,0
1820.929,-1900.887,236.145,0,0
1818.674,-1897.073,235.746,0,0
1816.486,-1893.534,235.371,0,0
1814.258,-1890.099,235.003,0,0
1811.942,-1886.841,234.643,0,0
1809.678,-1883.937,234.312,0,0
1807.336,-1881.189,233.987,0,0
1804.904,-1878.700,233.674,0,0
1802.649,-1876.631,233.398,0,0
1800.319,-1874.778,233.130,0,0
1797.794,-1873.326,232.868,0,0
1794.974,-1872.397,232.601,0,0
1791.954,-1871.879,232.325,0,0
1788.824,-1871.569,232.042,0,0
1785.284,-1871.415,231.723,0,0
1781.611,-1871.511,231.393,0,0
1777.868,-1871.798,231.055,0,0
1773.779,-1872.331,230.684,0,0
1769.610,-1873.086,230.302,0,0
1765.385,-1873.968,229.914,0,0
1760.867,-1875.038,229.496,0,0
1756.288,-1876.252,229.070,0,0
1751.633,-1877.517,228.635,0,0
1746.587,-1878.923,228.164,0,0
1741.457,-1880.387,227.684,0,0
1736.377,-1881.770,227.210,0,0
1731.579,-1882.994,226.764,0,0
1726.826,-1884.144,226.324,0,0
1722.123,-1885.174,225.891,0,0
1717.717,-1886.078,225.486,0,0
1713.356,-1886.872,225.087,0,0
1708.908,-1887.416,224.684,0,0
1704.088,-1887.645,224.250,0,0
1699.173,-1887.601,223.807,0,0
1694.252,-1887.351,223.364,0,0
1689.295,-1886.907,222.916,0,0
1684.332,-1886.254,222.465,0,0
1679.377,-1885.401,222.013,0,0
1674.353,-1884.297,221.550,0,0
1669.336,-1882.986,221.083,0,0
1664.282,-1881.567,220.611,0,0
1658.984,-1879.991,220.113,0,0
1653.647,-1878.297,219.609,0,0
1648.248,-1876.550,219.099,0,0
1642.516,-1874.629,218.555,0,0
1636.717,-1872.650,218.003,0,0
1630.956,-1870.810,217.459,0,0
1625.494,-1869.240,216.947,0,0
1620.066,-1867.799,216.442,0,0
1614.611,-1866.466,215.936,0,0
1609.098,-1865.234,215.428,0,0
1603.557,-1864.110,214.919,0,0
1597.992,-1863.095,214.410,0,0
1592.384,-1862.185,213.899,0,0
1586.752,-1861.386,213.387,0,0
1581.100,-1860.695,212.874,0,0
1575.389,-1860.106,212.358,0,0
1569.658,-1859.626,211.840,0,0
1563.933,-1859.266,211.324,0,0
1558.256,-1859.066,210.812,0,0
1552.585,-1858.983,210.302,0,0
1546.940,-1858.911,209.794,0,0
1541.400,-1858.815,209.295,0,0
1535.884,-1858.730,208.799,0,0
1530.394,-1858.656,208.305,0,0
1525.003,-1858.594,207.819,0,0
1519.637,-1858.542,207.336,0,0
1514.295,-1858.502,206.856,0,0
1509.054,-1858.473,206.384,0,0
1503.837,-1858.455,205.914,0,0
1498.644,-1858.449,205.447,0,0
1493.560,-1858.457,204.990,0,0
1488.500,-1858.477,204.534,0,0
1483.440,-1858.497,204.079,0,0
1478.373,-1858.513,203.623,0,0
1473.305,-1858.528,203.167,0,0
1468.236,-1858.544,202.710,0,0
1463.171,-1858.578,202.255,0,0
1458.106,-1858.612,201.799,0,0
1453.032,-1858.592,201.342,0,0
1447.922,-1858.501,200.882,0,0
1442.804,-1858.355,200.421,0,0
1437.679,-1858.157,199.960,0,0
1432.519,-1857.904,199.495,0,0
1427.351,-1857.598,199.029,0,0
1422.176,-1857.239,198.562,0,0
1416.966,-1856.825,198.091,0,0
1411.748,-1856.357,197.620,0,0
1406.525,-1855.838,197.224,0,0
1401.263,-1855.262,197.302,0,0
1395.996,-1854.634,197.374,0,0
1390.724,-1853.954,197.438,0,0
1385.409,-1853.225,197.491,0,0
1380.088,-1852.443,197.534,0,0
1374.774,-1851.588,197.565,0,0
1369.449,-1850.647,197.581,0,0
1364.131,-1849.631,197.579,0,0
1358.819,-1848.543,197.550,0,0
1353.492,-1847.375,197.481,0,0
1348.172,-1846.134,197.370,0,0
1342.860,-1844.820,197.226,0,0
1337.529,-1843.425,197.064,0,0
1332.208,-1841.958,196.889,0,0
1326.896,-1840.419,196.704,0,0
1321.562,-1838.797,196.508,0,0
1316.239,-1837.104,196.300,0,0
1310.927,-1835.339,196.081,0,0
1305.589,-1833.447,195.843,0,0
1300.263,-1831.484,195.572,0,0
1294.954,-1829.582,195.231,0,0
1289.759,-1827.788,194.772,0,0
1284.580,-1826.054,194.280,0,0
1279.421,-1824.468,193.794,0,0
1274.429,-1823.073,193.328,0,0
1269.456,-1821.817,192.866,0,0
1264.573,-1820.791,192.417,0,0
1260.137,-1820.030,192.012,0,0
1255.777,-1819.467,191.617,0,0
1251.540,-1819.239,191.235,0,0
1247.758,-1819.312,190.894,0,0
1244.080,-1819.667,190.562,0,0
1240.559,-1820.460,190.237,0,0
1237.273,-1821.755,189.919,0,0
1234.140,-1823.471,189.597,0,0
1231.170,-1825.493,189.274,0,0
1228.259,-1827.937,188.932,0,0
1225.526,-1830.715,188.581,0,0
1222.930,-1833.693,188.226,0,0
1220.377,-1837.034,187.905,0,0
1217.977,-1840.595,188.097,0,0
1215.597,-1844.267,188.305,0,0
1213.079,-1848.292,188.513,0,0
1210.583,-1852.440,188.704,0,0
1208.039,-1856.528,188.859,0,0
1205.468,-1860.480,188.974,0,0
1202.849,-1864.375,189.055,0,0
1200.166,-1868.076,189.107,0,0
1197.623,-1871.331,189.131,0,0
1195.025,-1874.419,189.130,0,0
1192.343,-1877.230,189.108,0,0
1189.824,-1879.545,189.075,0,0
1187.237,-1881.633,189.043,0,0
1184.599,-1883.375,189.034,0,0
1182.186,-1884.657,189.059,0,0
1179.732,-1885.664,189.057,0,0
1177.300,-1886.232,188.869,0,0
1175.053,-1886.271,188.667,0,0
1172.823,-1885.934,188.464,0,0
1170.712,-1885.360,188.267,0,0
1168.805,-1884.670,188.085,0,0
1167.004,-1883.767,187.903,0,0
1165.433,-1882.554,187.725,0,0
1164.046,-1880.795,187.523,0,0
1162.930,-1878.672,187.307,0,0
1162.052,-1876.361,187.085,0,0
1161.385,-1873.521,186.822,0,0
1161.025,-1870.438,186.543,0,0
1160.803,-1867.255,186.256,0,0
1160.684,-1863.727,185.938,0,0
1160.727,-1860.081,185.610,0,0
1160.846,-1856.307,185.270,0,0
1161.067,-1851.950,184.877,0,0
1161.381,-1847.435,184.470,0,0
1161.693,-1842.787,184.051,0,0
1162.013,-1837.522,183.576,0,0
1162.331,-1832.098,183.087,0,0
1162.600,-1826.645,182.596,0,0
1162.817,-1821.117,182.098,0,0
1162.983,-1815.560,181.597,0,0
1163.073,-1809.982,181.095,0,0
1163.044,-1804.318,180.585,0,0
1162.937,-1798.633,180.074,0,0
1162.850,-1792.937,179.561,0,0
1162.796,-1787.188,179.044,0,0
1162.763,-1781.427,178.525,0,0
1162.814,-1775.682,178.008,0,0
1162.966,-1770.016,177.498,0,0
1163.201,-1764.366,176.989,0,0
1163.520,-1758.734,176.481,0,0
1163.905,-1753.147,175.977,0,0
1164.373,-1747.577,175.474,0,0
1164.971,-1742.093,174.978,0,0
1165.659,-1736.901,174.506,0,0
1166.467,-1731.787,174.040,0,0
1167.470,-1726.803,173.583,0,0
1168.602,-1722.262,173.162,0,0
1169.911,-1717.838,172.746,0,0
1171.466,-1713.344,172.318,0,0
1173.582,-1708.175,171.816,0,0
1175.998,-1702.922,171.295,0,0
1178.445,-1697.800,170.784,0,0
1180.708,-1693.137,170.318,0,0
1182.999,-1688.591,169.860,0,0
1185.300,-1684.181,169.412,0,0
1187.492,-1680.217,169.004,0,0
1189.693,-1676.372,168.606,0,0
1191.791,-1672.561,168.214,0,0
1193.679,-1668.954,167.848,0,0
1195.474,-1665.379,167.488,0,0
1197.094,-1661.830,167.137,0,0
1198.555,-1658.467,166.807,0,0
1199.865,-1655.127,166.484,0,0
1200.615,-1652.041,166.198,0,0
1200.683,-1649.945,166.009,0,0
1200.432,-1647.994,165.832,0,0
1199.936,-1646.150,165.660,0,0
1199.275,-1644.423,165.494,0,0
1198.386,-1642.796,165.327,0,0
1197.193,-1641.376,165.160,0,0
1195.352,-1640.073,164.957,0,0
1193.111,-1639.043,164.735,0,0
1190.680,-1638.206,164.504,0,0
1187.656,-1637.500,164.224,0,0
1184.374,-1637.057,163.926,0,0
1180.915,-1636.705,163.613,0,0
1176.668,-1636.360,163.230,0,0
1172.182,-1636.138,162.826,0,0
1167.541,-1636.000,162.408,0,0
1162.224,-1635.953,161.929,0,0
1156.716,-1636.008,161.433,0,0
1151.082,-1636.084,160.926,0,0
1144.894,-1636.189,160.369,0,0
1138.561,-1636.318,159.799,0,0
1132.175,-1636.387,159.224,0,0
1125.606,-1636.363,158.633,0,0
1118.982,-1636.276,158.037,0,0
1112.306,-1636.129,157.436,0,0
1105.389,-1635.916,156.813,0,0
1098.418,-1635.641,156.185,0,0
1091.474,-1635.309,155.560,0,0
1084.659,-1634.928,154.945,0,0
1077.871,-1634.491,154.333,0,0
1071.112,-1633.997,153.723,0,0
1064.452,-1633.452,153.122,0,0
1057.821,-1632.851,152.523,0,0
1051.218,-1632.192,151.925,0,0
1044.680,-1631.490,151.334,0,0
1038.170,-1630.731,150.744,0,0
1031.794,-1629.895,150.165,0,0
1025.890,-1629.030,149.628,0,0
1020.106,-1628.096,149.101,0,0
1014.525,-1627.076,148.590,0,0
1009.643,-1626.079,148.142,0,0
1004.930,-1625.011,147.707,0,0
1000.383,-1623.841,147.284,0,0
996.332,-1622.723,146.906,0,0
992.423,-1621.520,146.538,0,0
988.683,-1620.055,146.176,0,0
985.205,-1618.337,145.827,0,0
981.886,-1616.375,145.480,0,0
978.810,-1614.150,145.138,0,0
976.085,-1611.676,144.807,0,0
973.594,-1608.950,144.475,0,0
971.247,-1606.051,144.139,0,0
968.966,-1602.872,143.787,0,0
966.840,-1599.509,143.429,0,0
964.770,-1596.008,143.063,0,0
962.598,-1592.115,142.662,0,0
960.491,-1588.066,142.251,0,0
958.406,-1583.915,141.833,0,0
956.207,-1579.418,141.382,0,0
954.034,-1574.807,140.923,0,0
951.910,-1570.181,140.465,0,0
949.873,-1565.588,140.013,0,0
947.886,-1560.980,139.562,0,0
945.899,-1556.372,139.110,0,0
943.894,-1551.727,138.655,0,0
941.889,-1547.082,138.199,0,0
939.888,-1542.562,137.754,0,0
938.040,-1538.486,137.352,0,0
936.196,-1534.519,136.958,0,0
934.321,-1530.698,136.575,0,0
932.567,-1527.288,136.230,0,0
930.787,-1524.003,135.893,0,0
928.931,-1520.903,135.568,0,0
927.210,-1518.231,135.282,0,0
925.427,-1515.714,135.005,0,0
923.427,-1513.429,134.731,0,0
921.168,-1511.416,134.459,0,0
918.698,-1509.630,134.185,0,0
916.060,-1508.090,133.910,0,0
913.112,-1506.833,133.621,0,0
909.983,-1505.839,133.326,0,0
906.831,-1504.886,133.029,0,0
903.664,-1503.907,132.731,0,0
900.473,-1502.970,132.432,0,0
897.307,-1502.030,132.135,0,0
894.231,-1501.123,131.846,0,0
891.180,-1500.212,131.559,0,0
888.213,-1499.207,131.277,0,0
885.407,-1498.161,131.008,0,0
882.679,-1497.028,130.742,0,0
880.228,-1495.700,130.491,0,0
878.308,-1494.381,130.281,0,0
876.599,-1492.913,130.079,0,0
875.286,-1491.191,129.884,0,0
874.493,-1489.054,129.679,0,0
874.126,-1486.644,129.459,0,0
873.916,-1484.097,129.229,0,0
873.813,-1480.974,128.948,0,0
873.924,-1477.664,128.650,0,0
874.105,-1474.263,128.344,0,0
874.372,-1470.454,128.000,0,0
874.720,-1466.536,127.646,0,0
875.022,-1462.615,127.292,0,0
875.253,-1458.706,126.939,0,0
875.438,-1454.794,126.587,0,0
875.512,-1450.924,126.239,0,0
875.505,-1447.189,125.903,0,0
875.394,-1443.494,125.570,0,0
875.043,-1439.970,125.251,0,0
874.570,-1436.953,124.976,0,0
873.904,-1434.072,124.710,0,0
872.786,-1431.459,124.454,0,0
871.072,-1429.169,124.197,0,0
868.905,-1427.146,123.930,0,0
866.461,-1425.346,123.657,0,0
863.409,-1423.649,123.343,0,0
860.011,-1422.231,123.011,0,0
856.444,-1420.894,122.668,0,0
852.316,-1419.447,122.275,0,0
847.979,-1418.101,121.866,0,0
843.499,-1416.797,121.446,0,0
838.468,-1415.399,120.976,0,0
833.269,-1414.051,120.493,0,0
827.975,-1412.781,120.003,0,0
822.307,-1411.530,119.480,0,0
816.536,-1410.362,118.950,0,0
810.849,-1409.323,118.430,0,0
805.589,-1408.443,117.950,0,0
800.405,-1407.678,117.478,0,0
795.303,-1407.109,117.016,0,0
790.542,-1406.708,116.586,0,0
785.855,-1406.483,116.164,0,0
781.279,-1406.645,115.752,0,0
776.983,-1407.249,115.362,0,0
772.788,-1408.205,114.974,0,0
768.840,-1409.449,114.602,0,0
765.505,-1410.827,114.277,0,0
762.374,-1412.443,113.960,0,0
759.470,-1414.242,113.652,0,0
756.988,-1416.027,113.377,0,0
754.701,-1417.968,113.107,0,0
752.599,-1420.162,112.834,0,0
750.562,-1422.858,112.530,0,0
748.738,-1425.842,112.215,0,0
747.096,-1429.006,111.894,0,0
745.546,-1432.598,111.542,0,0
744.205,-1436.396,111.180,0,0
743.019,-1440.268,110.815,0,0
742.003,-1444.233,110.447,0,0
741.149,-1448.274,110.075,0,0
740.305,-1452.430,109.693,0,0
739.352,-1457.077,109.267,0,0
738.412,-1461.859,108.828,0,0
737.471,-1466.769,108.378,0,0
736.432,-1472.219,107.879,0,0
735.393,-1477.818,107.366,0,0
734.405,-1483.547,106.843,0,0
733.422,-1489.785,106.275,0,0
732.498,-1496.169,105.694,0,0
731.655,-1502.694,105.102,0,0
730.873,-1509.857,104.453,0,0
730.182,-1517.177,103.792,0,0
729.535,-1524.394,103.140,0,0
728.963,-1531.123,102.532,0,0
728.431,-1537.756,101.933,0,0
727.878,-1544.267,101.345,0,0
727.333,-1550.325,100.797,0,0
726.769,-1556.272,100.260,0,0
726.133,-1562.070,99.735,0,0
725.528,-1567.419,99.250,0,0
724.860,-1572.638,98.777,0,0
723.917,-1577.463,98.334,0,0
722.920,-1581.211,97.985,0,0
721.733,-1584.686,97.655,0,0
720.187,-1587.571,97.360,0,0
718.625,-1589.315,97.410,0,0
716.837,-1590.688,97.530,0,0
714.931,-1591.819,97.642,0,0
712.933,-1592.758,97.696,0,0
710.818,-1593.459,97.599,0,0
708.686,-1593.872,97.404,0,0
706.571,-1594.055,97.213,0,0
704.438,-1593.959,97.021,0,0
702.382,-1593.360,96.828,0,0
699.979,-1591.630,96.561,0,0
697.693,-1589.124,96.256,0,0
695.512,-1586.413,95.943,0,0
693.292,-1583.416,95.607,0,0
691.196,-1580.177,95.260,0,0
689.117,-1576.784,94.902,0,0
686.832,-1572.885,94.495,0,0
684.568,-1568.800,94.075,0,0
682.268,-1564.615,93.645,0,0
679.766,-1560.044,93.176,0,0
677.224,-1555.359,92.696,0,0
674.597,-1550.622,92.209,0,0
671.739,-1545.512,91.682,0,0
668.788,-1540.344,91.146,0,0
665.723,-1535.417,90.624,0,0
662.744,-1531.209,90.160,0,0
659.665,-1527.211,89.706,0,0
656.538,-1523.210,89.249,0,0
653.302,-1519.061,88.775,0,0
650.015,-1514.909,88.299,0,0
646.727,-1510.757,87.822,0,0
643.457,-1506.606,87.346,0,0
640.187,-1502.455,86.871,0,0
636.917,-1498.303,86.395,0,0
633.627,-1494.166,85.919,0,0
630.337,-1490.028,85.444,0,0
627.106,-1485.850,84.968,0,0
623.964,-1481.631,84.495,0,0
620.881,-1477.372,84.022,0,0
617.858,-1473.075,83.549,0,0
614.902,-1468.748,83.077,0,0
612.006,-1464.382,82.606,0,0
609.172,-1459.979,82.134,0,0
606.403,-1455.544,81.664,0,0
603.695,-1451.071,81.193,0,0
601.048,-1446.562,80.723,0,0
598.466,-1442.019,80.252,0,0
595.945,-1437.439,79.782,0,0
593.487,-1432.824,79.311,0,0
591.112,-1428.161,78.840,0,0
588.800,-1423.462,78.369,0,0
586.488,-1418.764,77.898,0,0
584.170,-1414.068,77.426,0,0
581.852,-1409.372,76.955,0,0
579.488,-1404.704,76.484,0,0
577.069,-1400.083,76.015,0,0
574.603,-1395.490,75.546,0,0
572.092,-1390.926,75.077,0,0
569.539,-1386.398,74.609,0,0
566.941,-1381.898,74.141,0,0
564.297,-1377.429,73.674,0,0
561.650,-1372.982,73.208,0,0
558.958,-1368.565,72.743,0,0
556.106,-1364.213,72.274,0,0
552.977,-1359.839,71.790,0,0
549.682,-1355.533,71.302,0,0
546.235,-1351.295,70.811,0,0
542.527,-1347.028,70.302,0,0
538.659,-1342.834,69.788,0,0
534.686,-1338.676,69.271,0,0
530.511,-1334.464,68.737,0,0
526.225,-1330.291,68.199,0,0
521.856,-1326.074,67.652,0,0
517.172,-1321.571,67.067,0,0
512.396,-1317.020,66.474,0,0
507.621,-1312.472,65.880,0,0
502.847,-1307.960,65.289,0,0
498.073,-1303.450,64.698,0,0
493.410,-1298.904,64.112,0,0
489.000,-1294.422,63.546,0,0
484.695,-1289.906,62.984,0,0
480.504,-1285.353,62.428,0,0
476.526,-1280.877,61.889,0,0
472.656,-1276.367,61.354,0,0
468.903,-1271.820,60.823,0,0
465.360,-1267.324,60.308,0,0
461.930,-1262.793,59.796,0,0
458.608,-1258.304,59.294,0,0
455.586,-1254.119,58.829,0,0
452.663,-1249.971,58.373,0,0
449.740,-1245.824,57.916,0,0
446.745,-1241.703,57.457,0,0
443.751,-1237.584,56.999,0,0
440.872,-1233.343,56.538,0,0
438.069,-1228.816,56.059,0,0
435.387,-1224.161,55.575,0,0
432.874,-1219.422,55.092,0,0
430.546,-1214.615,54.612,0,0
428.387,-1209.725,54.130,0,0
426.399,-1204.760,53.649,0,0
424.576,-1199.698,53.165,0,0
422.926,-1194.560,52.679,0,0
421.448,-1189.358,52.193,0,0
420.132,-1184.040,51.699,0,0
418.991,-1178.655,51.204,0,0
418.021,-1173.215,50.707,0,0
417.246,-1167.613,50.198,0,0
416.647,-1161.954,49.686,0,0
416.119,-1156.332,49.177,0,0
415.658,-1150.913,48.688,0,0
415.265,-1145.530,48.202,0,0
414.871,-1140.148,47.717,0,0
