x,y,z,bridge,tunnel
414.427,-1134.742,47.228,0,0
413.983,-1129.338,46.740,0,0
413.624,-1123.964,46.256,0,0
413.337,-1118.737,45.784,0,0
413.132,-1113.540,45.316,0,0
413.143,-1108.381,44.852,0,0
413.399,-1103.359,44.400,0,0
413.863,-1098.375,43.949,0,0
414.560,-1093.445,43.501,0,0
415.488,-1088.626,43.059,0,0
416.645,-1083.862,42.618,0,0
418.030,-1079.169,42.178,0,0
419.646,-1074.554,41.738,0,0
421.490,-1070.010,41.296,0,0
423.553,-1065.554,40.854,0,0
425.913,-1061.185,40.407,0,0
428.495,-1056.905,39.957,0,0
431.129,-1052.599,39.503,0,0
433.873,-1048.106,39.029,0,0
436.672,-1043.586,38.551,0,0
439.414,-1039.010,38.071,0,0
442.121,-1034.312,37.583,0,0
444.769,-1029.558,37.093,0,0
447.278,-1024.741,36.604,0,0
449.618,-1019.867,36.118,0,0
451.819,-1014.932,35.631,0,0
453.879,-1009.941,35.145,0,0
455.821,-1004.874,34.657,0,0
457.621,-999.751,34.168,0,0
459.219,-994.609,33.684,0,0
460.593,-989.549,33.212,0,0
461.771,-984.470,32.742,0,0
462.688,-979.383,32.277,0,0
463.351,-974.370,31.822,0,0
463.759,-969.350,31.369,0,0
463.798,-964.313,30.916,0,0
463.382,-959.141,30.449,0,0
462.581,-953.952,29.976,0,0
461.504,-948.760,29.499,0,0
460.141,-943.297,28.992,0,0
458.479,-937.831,28.478,0,0
456.490,-932.561,27.971,0,0
454.243,-927.631,27.483,0,0
451.685,-922.888,26.998,0,0
448.768,-918.481,26.523,0,0
445.554,-914.508,26.063,0,0
442.003,-910.851,25.604,0,0
438.193,-907.721,25.160,0,0
434.359,-905.267,24.751,0,0
430.297,-903.278,24.343,0,0
426.129,-901.923,23.949,0,0
422.016,-901.276,23.574,0,0
417.805,-901.215,23.195,0,0
413.621,-901.729,22.816,0,0
409.274,-903.020,22.408,0,0
404.956,-904.951,21.982,0,0
400.669,-907.140,21.549,0,0
396.162,-909.667,21.084,0,0
391.689,-912.482,20.608,0,0
387.262,-915.388,20.132,0,0
382.874,-918.374,19.654,0,0
378.533,-921.452,19.175,0,0
374.192,-924.520,18.697,0,0
369.849,-927.534,18.221,0,0
365.505,-930.539,17.745,0,0
361.161,-933.533,17.271,0,0
356.831,-936.508,16.798,0,0
352.501,-939.472,16.325,0,0
348.170,-942.427,15.854,0,0
343.853,-945.362,15.384,0,0
339.536,-948.287,14.914,0,0
335.219,-951.202,14.446,0,0
330.894,-954.134,13.975,0,0
326.569,-957.055,13.506,0,0
322.308,-959.858,13.047,0,0
318.411,-962.360,12.630,0,0
314.571,-964.758,12.222,0,0
310.760,-966.995,11.825,0,0
307.220,-968.954,11.461,0,0
303.706,-970.771,11.105,0,0
300.217,-972.340,10.760,0,0
297.054,-973.569,10.455,0,0
293.912,-974.590,10.157,0,0
290.758,-975.272,9.867,0,0
287.673,-975.588,9.588,0,0
284.577,-975.586,9.309,0,0
281.510,-975.209,9.031,0,0
278.387,-974.317,8.739,0,0
275.296,-973.017,8.437,1,0
272.157,-971.556,8.125,1,0
268.600,-969.825,7.769,1,0
264.984,-967.898,7.401,1,0
261.335,-965.832,7.023,1,0
257.401,-963.456,6.610,1,0
253.429,-960.921,6.186,1,0
249.404,-958.309,5.754,1,0
245.072,-955.482,5.288,1,0
240.682,-952.568,4.814,1,0
236.283,-949.608,4.337,1,0
231.810,-946.542,3.849,1,0
227.329,-943.427,3.358,1,0
222.847,-940.313,2.866,1,0
218.319,-937.208,2.372,1,0
213.791,-934.104,1.878,1,0
209.412,-931.018,1.396,1,0
205.474,-928.176,0.959,1,0
201.666,-925.349,0.532,1,0
198.088,-922.495,0.120,1,0
194.980,-919.927,-0.243,1,0
192.061,-917.336,-0.594,1,0
189.610,-914.556,-0.914,1,0
187.824,-911.761,-0.774,1,0
186.433,-908.805,-0.531,1,0
185.530,-905.754,-0.244,1,0
185.167,-902.597,0.042,1,0
185.292,-899.345,0.335,1,0
185.846,-896.090,0.632,1,0
187.023,-892.602,0.963,1,0
188.704,-889.110,1.312,0,0
190.560,-885.563,1.672,0,0
192.716,-881.574,2.080,0,0
195.084,-877.518,2.503,0,0
197.559,-873.401,2.935,0,0
200.342,-868.916,3.410,0,0
203.248,-864.362,3.897,0,0
206.107,-859.793,4.382,0,0
208.844,-855.261,4.858,0,0
211.533,-850.715,5.334,0,0
214.175,-846.154,5.808,0,0
216.752,-841.611,6.278,0,0
219.281,-837.054,6.747,0,0
221.762,-832.484,7.096,0,0
224.179,-827.929,7.096,0,0
226.548,-823.362,7.065,0,0
228.867,-818.782,7.003,0,0
231.124,-814.217,6.916,0,0
233.333,-809.639,6.822,0,0
235.492,-805.048,6.759,0,0
237.572,-800.468,6.758,0,0
239.604,-795.876,6.817,0,0
241.635,-791.284,6.914,0,0
243.683,-786.696,7.030,0,0
245.731,-782.107,7.162,0,0
247.779,-777.519,7.318,0,0
249.826,-772.931,7.512,0,0
251.874,-768.343,7.751,0,0
253.922,-763.755,8.018,0,0
255.999,-759.185,8.292,0,0
258.075,-754.615,8.557,0,0
260.066,-749.990,8.811,0,0
261.961,-745.238,9.048,0,0
263.769,-740.431,9.269,0,0
265.491,-735.572,9.485,0,0
267.151,-730.582,9.707,0,0
268.724,-725.541,9.938,0,0
270.198,-720.500,10.177,0,0
271.549,-715.599,10.428,0,0
272.806,-710.700,10.695,0,0
273.973,-705.672,10.989,0,0
275.095,-700.096,11.316,0,0
276.115,-694.375,11.685,0,0
277.107,-688.606,12.106,0,0
278.058,-682.666,12.564,0,0
278.979,-676.676,13.021,0,0
280.050,-670.713,13.447,0,0
281.333,-664.793,13.834,0,0
282.767,-658.901,14.188,0,0
284.349,-653.039,14.514,0,0
286.086,-647.205,14.810,0,0
287.971,-641.403,15.078,0,0
290.005,-635.587,15.318,0,0
292.270,-629.499,15.525,0,0
294.692,-623.395,15.688,0,0
297.234,-617.457,15.797,0,0
299.777,-612.039,15.850,0,0
302.429,-606.771,15.855,0,0
305.121,-601.565,15.819,0,0
307.819,-596.504,15.754,0,0
310.556,-591.502,15.678,0,0
313.219,-586.499,15.612,0,0
315.726,-581.562,15.560,0,0
318.161,-576.625,15.509,0,0
320.520,-571.688,15.441,0,0
322.764,-566.835,15.332,0,0
324.933,-561.983,15.164,0,0
327.025,-557.131,14.944,0,0
328.985,-552.367,14.703,0,0
330.870,-547.605,14.464,0,0
332.733,-542.828,14.236,0,0
334.556,-538.001,14.019,0,0
336.358,-533.161,13.809,0,0
338.265,-528.347,13.597,0,0
340.326,-523.517,13.374,0,0
342.494,-518.714,13.133,0,0
344.809,-513.985,12.871,0,0
347.289,-509.337,12.587,0,0
349.915,-504.762,12.284,0,0
352.684,-500.267,11.972,0,0
355.611,-495.828,11.662,0,0
358.682,-491.469,11.353,0,0
361.889,-487.193,11.041,0,0
365.264,-482.964,10.723,0,0
368.779,-478.820,10.401,0,0
372.424,-474.764,10.092,0,0
376.283,-470.765,9.829,0,0
380.275,-466.855,9.637,0,0
384.289,-462.980,9.510,0,0
388.277,-459.145,9.423,0,0
392.286,-455.344,9.358,0,0
396.295,-451.544,9.311,0,0
400.298,-447.731,9.283,0,0
404.300,-443.919,9.276,0,0
408.300,-440.108,9.309,0,0
412.330,-436.284,9.418,0,0
416.358,-432.461,9.636,0,0
420.306,-428.673,9.959,0,0
424.012,-425.092,10.355,0,0
427.645,-421.542,10.794,0,0
431.155,-417.990,11.243,0,0
434.388,-414.619,11.664,0,0
437.509,-411.245,12.077,0,0
440.484,-407.771,12.489,0,0
443.287,-404.187,12.899,0,0
445.946,-400.504,13.307,0,0
448.454,-396.728,13.715,0,0
450.809,-392.863,14.123,0,0
453.014,-388.904,14.531,0,0
455.065,-384.861,14.939,0,0
456.935,-380.721,15.347,0,0
458.650,-376.495,15.758,0,0
460.317,-372.171,16.175,0,0
462.037,-367.512,16.622,0,0
463.704,-362.745,17.076,0,0
465.367,-357.903,17.537,0,0
467.132,-352.727,18.029,0,0
468.891,-347.472,18.528,0,0
470.578,-342.347,19.014,0,0
472.055,-337.790,19.445,0,0
473.469,-333.345,19.865,0,0
474.800,-329.056,20.269,0,0
475.924,-325.362,20.616,0,0
476.981,-321.792,20.951,0,0
477.933,-318.385,21.270,0,0
478.678,-315.569,21.532,0,0
479.345,-312.874,21.782,0,0
479.873,-310.352,22.014,0,0
480.223,-308.420,22.190,0,0
480.481,-306.602,22.356,0,0
480.522,-305.001,22.500,0,0
480.376,-304.044,22.587,0,0
480.120,-303.197,22.667,0,0
479.796,-302.396,22.744,0,0
479.434,-301.661,22.818,0,0
479.012,-300.968,22.891,0,0
478.537,-300.310,22.964,0,0
478.001,-299.673,23.039,0,0
477.412,-299.073,23.115,0,0
476.779,-298.520,23.190,0,0
476.092,-298.011,23.267,0,0
475.360,-297.550,23.345,0,0
474.595,-297.149,23.423,0,0
473.796,-296.800,23.501,0,0
472.963,-296.511,23.581,0,0
472.085,-296.298,23.662,0,0
471.043,-296.156,23.757,0,0
469.944,-296.108,23.856,0,0
468.817,-296.163,23.957,0,0
467.548,-296.332,24.072,0,0
466.244,-296.627,24.193,0,0
464.880,-297.087,24.322,0,0
462.996,-297.994,24.511,0,0
461.012,-299.182,24.719,0,0
458.960,-300.512,24.939,0,0
456.396,-302.297,25.220,0,0
453.737,-304.287,25.519,0,0
451.088,-306.296,25.818,0,0
448.471,-308.275,26.113,0,0
445.864,-310.273,26.409,0,0
443.296,-312.269,26.702,0,0
440.848,-314.216,26.983,0,0
438.436,-316.161,27.262,0,0
436.051,-318.056,27.536,0,0
433.784,-319.856,27.797,0,0
431.540,-321.611,28.053,0,0
429.387,-323.145,28.096,0,0
427.713,-324.239,27.917,0,0
426.098,-325.187,27.748,0,0
424.589,-325.802,27.601,0,0
423.588,-325.965,27.510,0,0
422.643,-325.952,27.425,0,0
421.715,-325.856,27.341,0,0
420.811,-325.709,27.259,0,0
419.925,-325.483,27.176,0,0
419.069,-325.177,27.258,0,0
418.233,-324.796,27.341,0,0
417.428,-324.334,27.424,0,0
416.689,-323.772,27.508,0,0
415.978,-323.066,27.598,0,0
415.341,-322.246,27.691,0,0
414.803,-321.274,27.791,0,0
414.281,-319.668,27.943,0,0
413.937,-317.789,28.115,0,0
413.670,-315.776,28.298,0,0
413.435,-313.176,28.533,0,0
413.315,-310.378,28.785,0,0
413.233,-307.449,29.049,0,0
413.162,-303.939,29.365,0,0
413.140,-300.257,29.696,0,0
413.154,-296.448,30.039,0,0
413.214,-292.040,30.436,0,0
413.319,-287.475,30.847,0,0
413.445,-282.882,31.260,0,0
413.595,-278.165,31.685,0,0
413.768,-273.419,32.112,0,0
413.942,-268.798,32.529,0,0
414.081,-264.693,32.898,0,0
414.221,-260.695,33.258,0,0
414.415,-256.790,33.610,0,0
414.623,-253.245,33.930,0,0
414.879,-249.782,34.242,0,0
415.301,-246.337,34.555,0,0
415.936,-242.859,34.873,0,0
416.740,-239.400,35.192,0,0
417.704,-235.967,35.513,0,0
418.862,-232.539,35.839,0,0
420.187,-229.140,36.167,0,0
421.624,-225.681,36.504,0,0
423.300,-221.839,36.882,0,0
425.108,-217.928,37.269,0,0
427.019,-213.926,37.669,0,0
429.226,-209.439,38.119,0,0
431.555,-204.844,38.582,0,0
433.956,-200.179,39.054,0,0
436.583,-195.159,39.564,0,0
439.290,-190.059,40.084,0,0
441.998,-184.960,40.604,0,0
444.662,-179.880,41.120,0,0
447.327,-174.799,41.636,0,0
450.039,-169.741,42.153,0,0
452.820,-164.705,42.671,0,0
455.650,-159.691,43.189,0,0
458.527,-154.699,43.707,0,0
461.457,-149.723,44.227,0,0
464.435,-144.768,44.747,0,0
467.461,-139.836,45.268,0,0
470.540,-134.918,45.790,0,0
473.667,-130.023,46.313,0,0
476.841,-125.151,46.836,0,0
480.101,-120.269,47.365,0,0
483.408,-115.411,47.894,0,0
486.667,-110.643,48.413,0,0
489.717,-106.254,48.894,0,0
492.722,-101.947,49.367,0,0
495.583,-97.632,49.833,0,0
498.177,-93.478,50.274,0,0
500.636,-89.318,50.709,0,0
502.918,-85.082,51.142,0,0
504.993,-80.777,51.572,0,0
506.892,-76.398,52.001,0,0
508.609,-71.955,52.430,0,0
510.148,-67.443,52.859,0,0
511.504,-62.866,53.289,0,0
512.658,-58.248,53.717,0,0
513.554,-53.618,54.142,0,0
514.247,-48.946,54.567,0,0
514.879,-44.182,54.999,0,0
515.518,-39.017,55.468,0,0
516.090,-33.750,55.944,0,0
516.630,-28.436,56.425,0,0
517.160,-22.942,56.922,0,0
517.658,-17.400,57.423,0,0
518.136,-11.869,57.922,0,0
518.596,-6.408,58.416,0,0
519.036,-0.959,58.908,0,0
519.457,4.480,59.399,0,0
519.849,9.864,59.884,0,0
520.222,15.238,60.369,0,0
520.595,20.612,60.854,0,0
520.974,25.988,61.339,0,0
521.353,31.365,61.824,0,0
521.732,36.743,62.309,0,0
522.111,42.119,62.794,0,0
522.490,47.496,63.280,0,0
522.870,52.875,63.765,0,0
523.249,58.251,64.250,0,0
523.628,63.628,64.735,0,0
524.007,69.006,65.220,0,0
524.411,74.380,65.705,0,0
524.814,79.754,66.190,0,0
525.145,85.138,66.676,0,0
525.378,90.552,67.164,0,0
525.539,95.976,67.652,0,0
525.626,101.408,68.141,0,0
525.662,106.873,68.633,0,0
525.625,112.346,69.125,0,0
525.452,117.817,69.618,0,0
525.120,123.301,70.112,0,0
524.650,128.783,70.608,0,0
524.046,134.258,71.103,0,0
523.302,139.757,71.603,0,0
522.421,145.249,72.103,0,0
521.408,150.731,72.605,0,0
520.279,156.289,73.116,0,0
519.015,161.836,73.628,0,0
517.538,167.235,74.131,0,0
515.935,172.301,74.610,0,0
514.136,177.231,75.082,0,0
512.022,181.817,75.536,0,0
509.726,185.709,75.943,0,0
507.164,189.312,76.341,0,0
504.456,192.472,76.715,0,0
502.028,194.976,77.029,0,0
499.490,197.148,77.330,0,0
496.848,198.474,77.596,0,0
494.307,198.753,77.826,0,0
491.681,198.344,78.065,0,0
489.179,197.353,78.308,0,0
486.431,195.274,78.618,0,0
483.862,192.358,78.967,0,0
481.446,189.111,79.332,0,0
478.916,185.087,79.759,0,0
476.585,180.630,80.212,0,0
474.300,176.047,80.673,0,0
471.961,171.138,81.162,0,0
469.673,166.090,81.661,0,0
467.226,161.079,82.163,0,0
464.506,155.988,82.683,0,0
461.619,150.936,83.206,0,0
458.511,146.116,83.722,0,0
455.273,141.723,84.214,0,0
451.828,137.547,84.701,0,0
448.174,133.627,85.183,0,0
444.369,130.052,85.653,0,0
440.364,126.723,86.122,0,0
436.216,123.611,86.588,0,0
431.940,120.755,87.051,0,0
427.523,118.113,87.514,0,0
423.059,115.584,87.976,0,0
418.626,113.178,88.430,0,0
414.148,110.882,88.883,0,0
409.619,108.631,89.338,0,0
404.969,106.372,89.803,0,0
400.266,104.160,90.271,0,0
395.514,101.994,90.741,0,0
390.641,99.841,91.221,0,0
385.717,97.734,91.703,0,0
380.745,95.673,92.187,0,0
375.628,93.602,92.684,0,0
370.462,91.578,93.183,0,0
365.312,89.668,93.678,0,0
360.331,87.896,94.153,0,0
355.366,86.231,94.625,0,0
350.459,84.817,95.084,0,0
345.897,83.706,95.507,0,0
341.386,82.815,95.921,0,0
337.047,82.324,96.314,0,0
333.331,82.198,96.648,0,0
329.748,82.383,96.971,0,0
326.505,83.118,97.271,0,0
323.908,84.327,97.528,0,0
321.583,85.973,97.785,0,0
319.678,88.004,98.035,0,0
318.270,90.635,98.304,0,0
317.337,93.700,98.592,0,0
316.564,96.983,98.896,0,0
315.801,101.117,99.274,0,0
315.261,105.556,99.677,0,0
314.755,110.101,100.088,0,0
314.214,115.042,100.536,0,0
313.712,120.105,100.994,0,0
313.156,125.207,101.455,0,0
312.527,130.467,101.932,0,0
311.841,135.768,102.413,0,0
311.002,141.053,102.895,0,0
309.998,146.357,103.381,0,0
308.839,151.646,103.868,0,0
307.451,156.834,104.351,0,0
305.857,161.868,104.827,0,0
304.040,166.806,105.300,0,0
301.941,171.479,105.761,0,0
299.703,175.587,106.182,0,0
297.217,179.461,106.597,0,0
294.445,183.075,107.006,0,0
291.396,186.393,107.412,0,0
288.068,189.456,107.819,0,0
284.498,192.236,108.226,0,0
280.598,194.770,108.645,0,0
276.447,197.010,109.069,0,0
272.102,198.964,109.498,0,0
267.335,200.657,109.953,0,0
262.355,202.039,110.419,0,0
257.255,203.258,110.891,0,0
251.778,204.369,111.393,0,0
246.169,205.301,111.905,0,0
240.517,206.191,112.420,0,0
234.730,207.078,112.947,0,0
228.899,207.922,113.477,0,0
223.082,208.792,114.007,0,0
217.326,209.705,114.531,0,0
211.584,210.643,115.055,0,0
205.855,211.607,115.578,0,0
200.168,212.591,116.097,0,0
194.495,213.601,116.616,0,0
188.836,214.636,117.133,0,0
183.219,215.692,117.648,0,0
177.615,216.774,118.161,0,0
172.026,217.881,118.674,0,0
166.477,219.008,119.184,0,0
160.943,220.161,119.693,0,0
155.423,221.339,120.024,0,0
149.930,222.498,119.926,0,0
144.451,223.682,119.822,0,0
139.029,225.013,119.731,0,0
133.724,226.516,119.662,0,0
128.475,228.163,119.618,0,0
123.290,229.955,119.598,0,0
118.196,231.882,119.600,0,0
113.166,233.953,119.622,0,0
108.205,236.166,119.668,0,0
103.323,238.518,119.745,0,0
98.511,241.012,119.858,0,0
93.775,243.645,120.007,0,0
89.105,246.424,120.191,0,0
84.512,249.341,120.413,0,0
79.999,252.393,120.671,0,0
75.567,255.642,120.959,0,0
71.218,259.027,121.264,0,0
66.878,262.410,121.579,0,0
62.547,265.729,121.904,0,0
58.226,269.047,122.239,0,0
53.916,272.363,122.583,0,0
49.637,275.661,122.933,0,0
45.369,278.958,123.296,0,0
41.111,282.253,123.680,0,0
36.891,285.539,124.077,0,0
32.681,288.824,124.463,0,0
28.465,292.079,124.828,0,0
24.265,295.274,125.188,0,0
20.057,298.439,125.566,0,0
15.844,301.574,125.968,0,0
11.655,304.657,126.385,0,0
7.460,307.711,126.809,0,0
3.249,310.736,127.241,0,0
-0.977,313.730,127.689,0,0
-5.220,316.694,128.154,0,0
-9.479,319.631,128.620,0,0
-13.739,322.533,129.084,0,0
-18.016,325.407,129.548,0,0
-22.340,328.256,130.014,0,0
-26.797,331.115,130.490,0,0
-31.304,333.948,130.969,0,0
-35.842,336.785,131.426,0,0
-40.479,339.681,131.906,0,0
-45.149,342.581,132.401,0,0
-49.850,345.485,132.898,0,0
-54.664,348.449,133.407,0,0
-59.510,351.418,133.918,0,0
-64.367,354.356,134.429,0,0
-69.191,357.268,134.844,0,0
-74.026,360.149,135.115,0,0
-78.924,362.918,135.298,0,0
-83.908,365.547,135.428,0,0
-88.954,368.063,135.537,0,0
-94.029,370.456,135.636,0,0
-99.051,372.692,135.726,0,0
-104.101,374.808,135.806,0,0
-109.176,376.798,135.876,0,0
-114.246,378.623,135.936,0,0
-119.340,380.325,135.987,0,0
-124.364,381.945,136.032,0,0
-129.041,383.373,136.063,0,0
-133.654,384.727,136.051,0,0
-138.190,386.146,135.953,0,0
-142.534,387.575,135.757,0,0
-146.807,389.064,135.508,0,0
-150.903,390.757,135.276,0,0
-154.626,392.574,135.111,0,0
-158.189,394.576,135.040,0,0
-161.541,396.847,135.081,0,0
-164.656,399.413,135.245,0,0
-167.561,402.246,135.528,0,0
-170.233,405.308,135.894,0,0
-172.678,408.708,136.271,0,0
-174.878,412.350,136.654,0,0
-176.981,416.140,137.044,0,0
-179.161,420.334,137.469,0,0
-181.231,424.694,137.904,0,0
-183.186,429.093,138.337,0,0
-185.006,433.483,138.764,0,0
-186.712,437.911,139.192,0,0
-188.328,442.320,139.614,0,0
-189.825,446.592,140.022,0,0
-191.236,450.845,140.425,0,0
-192.543,454.984,140.815,0,0
-193.713,458.568,141.155,0,0
-194.795,462.056,141.483,0,0
-195.555,465.597,141.809,0,0
-195.882,469.313,142.145,0,0
-195.882,473.082,142.484,0,0
-195.650,476.771,142.817,0,0
-195.210,480.147,143.123,0,0
-194.559,483.450,143.426,0,0
-193.799,486.741,143.730,0,0
-192.934,490.048,144.038,0,0
-191.958,493.343,144.347,0,0
-190.928,496.706,144.664,0,0
-189.776,500.407,145.013,0,0
-188.564,504.187,145.370,0,0
-187.323,508.070,145.737,0,0
-185.908,512.448,146.151,0,0
-184.460,516.947,146.576,0,0
-183.126,521.426,146.997,0,0
-182.009,525.681,147.393,0,0
-181.000,529.916,147.785,0,0
-180.052,534.165,148.177,0,0
-179.148,538.452,148.571,0,0
-178.305,542.752,148.965,0,0
-177.533,547.011,149.355,0,0
-176.822,551.080,149.727,0,0
-176.177,555.111,150.094,0,0
-175.702,559.065,150.452,0,0
-175.413,562.701,150.781,0,0
-175.271,566.269,151.102,0,0
-175.367,569.698,151.411,0,0
-175.566,572.701,151.682,0,0
-175.958,575.591,151.944,0,0
-176.892,578.232,152.196,0,0
-178.703,580.634,152.467,0,0
-181.101,582.766,152.756,0,0
-183.653,584.722,153.045,0,0
-186.290,586.509,153.332,0,0
-189.087,588.116,153.622,0,0
-191.951,589.696,153.916,0,0
-194.992,591.320,154.227,0,0
-198.106,592.915,154.542,0,0
-201.246,594.625,154.863,0,0
-204.639,596.620,155.218,0,0
-208.062,598.746,155.580,0,0
-211.470,601.046,155.950,0,0
-215.177,603.692,156.360,0,0
-218.868,606.537,156.780,0,0
-222.258,609.637,157.193,0,0
-225.148,612.992,157.592,0,0
-227.747,616.593,157.991,0,0
-230.234,620.344,158.396,0,0
-232.801,624.412,158.829,0,0
-235.247,628.642,159.269,0,0
-237.502,632.972,159.708,0,0
-239.620,637.429,160.153,0,0
-241.546,641.986,160.598,0,0
-243.086,646.573,161.033,0,0
-244.151,650.989,161.442,0,0
-244.862,655.432,161.847,0,0
-245.180,659.861,162.247,0,0
-245.094,664.215,162.639,0,0
-244.626,668.555,163.032,0,0
-243.784,672.836,163.424,0,0
-242.463,677.120,163.828,0,0
-240.753,681.343,164.238,0,0
-238.899,685.497,164.647,0,0
-236.938,689.562,165.053,0,0
-234.834,693.559,165.460,0,0
-232.754,697.497,165.861,0,0
-230.789,701.222,166.240,0,0
-228.846,704.892,166.613,0,0
-227.079,708.487,166.974,0,0
-225.650,711.660,167.287,0,0
-224.364,714.771,167.590,0,0
-223.320,717.801,167.879,0,0
-222.598,720.401,168.121,0,0
-222.063,722.939,168.355,0,0
-221.828,725.354,168.573,0,0
-221.883,727.299,168.748,0,0
-222.159,729.153,168.917,0,0
-222.710,730.951,169.086,0,0
-223.683,732.829,169.277,0,0
-224.977,734.641,169.477,0,0
-226.439,736.430,169.685,0,0
-228.289,738.415,169.929,0,0
-230.352,740.371,170.185,0,0
-232.461,742.368,170.446,0,0
-234.718,744.563,170.730,0,0
-237.026,746.805,171.019,0,0
-239.340,749.112,171.313,0,0
-241.768,751.537,171.622,0,0
-244.202,754.034,171.936,0,0
-246.605,756.806,172.266,0,0
-249.434,760.598,172.692,0,0
-252.219,764.777,173.144,0,0
-254.843,769.120,173.601,0,0
-257.343,773.784,174.077,0,0
-259.669,778.626,174.560,0,0
-261.863,783.492,175.041,0,0
-263.855,788.274,175.507,0,0
-265.721,793.080,175.971,0,0
-267.611,797.814,176.430,0,0
-269.485,802.317,176.869,0,0
-271.383,806.754,177.303,0,0
-273.386,811.070,177.731,0,0
-275.302,815.222,178.143,0,0
-277.317,819.262,178.549,0,0
-279.837,822.792,178.940,0,0
-283.046,825.568,179.321,0,0
-286.739,827.856,179.712,0,0
-290.557,829.814,180.099,0,0
-294.289,831.370,180.462,0,0
-298.139,832.612,180.827,0,0
-302.084,833.799,181.197,0,0
-306.361,835.042,181.598,0,0
-310.744,836.224,182.007,0,0
-315.197,837.482,182.423,0,0
-319.998,838.933,182.875,0,0
-324.878,840.469,183.335,0,0
